Experiment,Query_ID,State,Latency (s),TTFT (ms),Prefill Time (ms),Decode Time (ms),TPOT (ms),Queue Time (ms),Decode Throughput (tok/s),Throughput (tok/s),Cost (ms/token),Input Tokens,Output Tokens,KV Size (MB),L1 GPU KV Usage (%),L1 GPU KV Capacity (MB),L2 CPU Cache Est (MB),L3 Disk Cache (MB),Disk Delta (MB),New Cache Chunks,GPU VRAM Used (MB),RAM (GB),Prompt Preview
1. Shared Prefix,14,Warm,0.1612,61.22,61.22,100.0,5.263,,200.0,1141.27,0.983,164,20,1.922,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,15,Warm,0.1554,55.39,55.39,100.0,5.263,,200.0,1209.89,0.925,168,20,1.969,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,16,Warm,0.1573,57.3,57.3,100.0,5.263,,200.0,1176.08,0.953,165,20,1.934,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,17,Warm,0.1551,55.11,55.11,100.0,5.263,,200.0,1199.15,0.934,166,20,1.945,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,18,Warm,0.155,55.04,55.04,100.0,5.263,,200.0,1180.34,0.951,163,20,1.91,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,19,Warm,0.167,66.98,66.98,100.0,5.263,,200.0,1137.87,0.982,170,20,1.992,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,20,Warm,0.1567,56.68,56.68,100.0,5.263,,200.0,1167.99,0.961,163,20,1.91,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,21,Warm,0.1556,55.56,55.56,100.0,5.263,,200.0,1202.13,0.931,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,22,Warm,0.1548,54.8,54.8,100.0,5.263,,200.0,1201.56,0.933,166,20,1.945,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,23,Warm,0.168,68.01,68.01,100.0,5.263,,200.0,1136.81,0.983,171,20,2.004,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,24,Warm,0.1555,55.53,55.53,100.0,5.263,,200.0,1189.49,0.943,165,20,1.934,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,25,Warm,0.1553,55.27,55.27,100.0,5.263,,200.0,1223.7,0.913,170,20,1.992,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,26,Warm,0.1546,54.62,54.62,100.0,5.263,,200.0,1196.46,0.937,165,20,1.934,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,27,Warm,0.1593,59.32,59.32,100.0,5.263,,200.0,1180.0,0.948,168,20,1.969,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,28,Warm,0.1559,55.95,55.95,100.0,5.263,,200.0,1237.61,0.901,173,20,2.027,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,29,Warm,0.1559,55.94,55.94,100.0,5.263,,200.0,1199.16,0.934,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,30,Warm,0.1543,54.34,54.34,100.0,5.263,,200.0,1205.11,0.93,166,20,1.945,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,31,Warm,0.1635,63.47,63.47,100.0,5.263,,200.0,1137.83,0.985,166,20,1.945,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,32,Warm,0.1584,58.36,58.36,100.0,5.263,,200.0,1161.94,0.966,164,20,1.922,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,33,Warm,0.155,55.02,55.02,100.0,5.263,,200.0,1232.07,0.907,171,20,2.004,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,34,Warm,0.1554,55.38,55.38,100.0,5.263,,200.0,1177.75,0.953,163,20,1.91,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,35,Warm,0.1587,58.68,58.68,100.0,5.263,,200.0,1184.77,0.945,168,20,1.969,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,36,Warm,0.1695,69.5,69.5,100.0,5.263,,200.0,1103.27,1.015,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,37,Warm,0.166,66.01,66.01,100.0,5.263,,200.0,1126.42,0.994,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,38,Warm,0.1616,61.63,61.63,100.0,5.263,,200.0,1169.35,0.956,169,20,1.98,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,39,Warm,0.1689,68.9,68.9,100.0,5.263,,200.0,1118.98,0.999,169,20,1.98,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,40,Warm,0.1695,69.53,69.53,100.0,5.263,,200.0,1091.28,1.027,165,20,1.934,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,41,Warm,0.1585,58.53,58.53,100.0,5.263,,200.0,1192.19,0.938,169,20,1.98,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,42,Warm,0.1561,56.08,56.08,100.0,5.263,,200.0,1198.11,0.935,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,43,Warm,0.1681,68.1,68.1,100.0,5.263,,200.0,1124.31,0.995,169,20,1.98,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,44,Warm,0.1595,59.54,59.54,100.0,5.263,,200.0,1172.12,0.955,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,45,Warm,0.1633,63.27,63.27,100.0,5.263,,200.0,1163.7,0.96,170,20,1.992,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,46,Warm,0.1553,55.25,55.25,100.0,5.263,,200.0,1204.49,0.93,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,47,Warm,0.1616,61.55,61.55,100.0,5.263,,200.0,1188.46,0.939,172,20,2.016,4.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,48,Warm,0.1658,65.75,65.75,100.0,5.263,,200.0,1134.21,0.987,168,20,1.969,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,49,Warm,0.1668,66.82,66.82,100.0,5.263,,200.0,1120.94,0.999,167,20,1.957,4.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
1. Shared Prefix,50,Warm,0.1713,71.33,71.33,100.0,5.263,,200.0,1073.93,1.045,164,20,1.922,4.0,48.0,0.0,0.0,0.0,0,2721.38,1.01,You are an expert Physiotherapist AI assistant for the RehabQuest platform. Your…
2. Shared Docs (RAG),1,Cold,0.3376,237.62,237.62,100.0,5.263,,200.0,5221.85,0.194,1743,20,20.426,42.6,48.0,18.0,18.0,18.0,6,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),2,Warm,0.1639,63.89,63.89,100.0,5.263,,200.0,10830.45,0.093,1755,20,20.566,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),3,Warm,0.1676,67.58,67.58,100.0,5.263,,200.0,10573.87,0.096,1752,20,20.531,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),4,Warm,0.165,65.03,65.03,100.0,5.263,,200.0,10749.81,0.094,1754,20,20.555,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),5,Warm,0.1711,71.05,71.05,100.0,5.263,,200.0,10370.95,0.098,1754,20,20.555,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),6,Warm,0.1647,64.68,64.68,100.0,5.263,,200.0,10735.97,0.094,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),7,Warm,0.1644,64.39,64.39,100.0,5.263,,200.0,10791.2,0.094,1754,20,20.555,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),8,Warm,0.169,69.0,69.0,100.0,5.263,,200.0,10514.86,0.096,1757,20,20.59,42.9,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),9,Warm,0.1859,85.94,85.94,100.0,5.263,,200.0,9546.27,0.106,1755,20,20.566,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),10,Warm,0.1946,94.63,94.63,100.0,5.263,,200.0,9094.16,0.111,1750,20,20.508,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),11,Warm,0.1701,70.05,70.05,100.0,5.263,,200.0,10408.45,0.097,1750,20,20.508,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),12,Warm,0.1737,73.68,73.68,100.0,5.263,,200.0,10179.77,0.099,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),13,Warm,0.1754,75.4,75.4,100.0,5.263,,200.0,10102.72,0.1,1752,20,20.531,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),14,Warm,0.1834,83.39,83.39,100.0,5.263,,200.0,9706.04,0.104,1760,20,20.625,43.0,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),15,Warm,0.164,63.98,63.98,100.0,5.263,,200.0,10745.08,0.094,1742,20,20.414,42.5,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),16,Warm,0.1646,64.64,64.64,100.0,5.263,,200.0,10744.66,0.094,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),17,Warm,0.1647,64.65,64.65,100.0,5.263,,200.0,10756.15,0.094,1751,20,20.52,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),18,Warm,0.1639,63.88,63.88,100.0,5.263,,200.0,10800.3,0.094,1750,20,20.508,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),19,Warm,0.1672,67.17,67.17,100.0,5.263,,200.0,10605.66,0.095,1753,20,20.543,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),20,Warm,0.1687,68.69,68.69,100.0,5.263,,200.0,10516.06,0.096,1754,20,20.555,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),21,Warm,0.1635,63.51,63.51,100.0,5.263,,200.0,10806.9,0.094,1747,20,20.473,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),22,Warm,0.1642,64.22,64.22,100.0,5.263,,200.0,10814.47,0.094,1756,20,20.578,42.9,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),23,Warm,0.1764,76.39,76.39,100.0,5.263,,200.0,10046.13,0.101,1752,20,20.531,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),24,Warm,0.1709,70.92,70.92,100.0,5.263,,200.0,10332.25,0.098,1746,20,20.461,42.6,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),25,Warm,0.165,64.98,64.98,100.0,5.263,,200.0,10728.73,0.094,1750,20,20.508,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),26,Warm,0.2039,103.91,103.91,100.0,5.263,,200.0,8675.54,0.117,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),27,Warm,0.1741,74.12,74.12,100.0,5.263,,200.0,10159.54,0.1,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),28,Warm,0.1675,67.45,67.45,100.0,5.263,,200.0,10546.35,0.096,1746,20,20.461,42.6,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),29,Warm,0.1757,75.73,75.73,100.0,5.263,,200.0,10049.48,0.101,1746,20,20.461,42.6,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),30,Warm,0.1653,65.27,65.27,100.0,5.263,,200.0,10697.57,0.095,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),31,Warm,0.1843,84.28,84.28,100.0,5.263,,200.0,9594.03,0.105,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),32,Warm,0.1776,77.58,77.58,100.0,5.263,,200.0,9961.53,0.102,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),33,Warm,0.1676,67.55,67.55,100.0,5.263,,200.0,10581.7,0.096,1753,20,20.543,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),34,Warm,0.1669,66.88,66.88,100.0,5.263,,200.0,10600.37,0.095,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),35,Warm,0.1628,62.81,62.81,100.0,5.263,,200.0,10816.4,0.094,1741,20,20.402,42.5,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),36,Warm,0.1776,77.65,77.65,100.0,5.263,,200.0,9958.03,0.102,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),37,Warm,0.1643,64.31,64.31,100.0,5.263,,200.0,10717.7,0.094,1741,20,20.402,42.5,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),38,Warm,0.1663,66.32,66.32,100.0,5.263,,200.0,10630.16,0.095,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),39,Warm,0.1746,74.6,74.6,100.0,5.263,,200.0,10120.0,0.1,1747,20,20.473,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),40,Warm,0.1633,63.28,63.28,100.0,5.263,,200.0,10809.75,0.094,1745,20,20.449,42.6,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),41,Warm,0.1868,86.81,86.81,100.0,5.263,,200.0,9464.32,0.107,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),42,Warm,0.1653,65.33,65.33,100.0,5.263,,200.0,10706.15,0.094,1750,20,20.508,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),43,Warm,0.1649,64.92,64.92,100.0,5.263,,200.0,10720.58,0.094,1748,20,20.484,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),44,Warm,0.1649,64.93,64.93,100.0,5.263,,200.0,10743.71,0.094,1752,20,20.531,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),45,Warm,0.1837,83.67,83.67,100.0,5.263,,200.0,9604.24,0.105,1744,20,20.438,42.6,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),46,Warm,0.1654,65.37,65.37,100.0,5.263,,200.0,10684.97,0.095,1747,20,20.473,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),47,Warm,0.1866,86.59,86.59,100.0,5.263,,200.0,9480.83,0.107,1749,20,20.496,42.7,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),48,Warm,0.1633,63.25,63.25,100.0,5.263,,200.0,10872.72,0.093,1755,20,20.566,42.8,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),49,Warm,0.1671,67.09,67.09,100.0,5.263,,200.0,10562.97,0.096,1745,20,20.449,42.6,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
2. Shared Docs (RAG),50,Warm,0.1904,90.43,90.43,100.0,5.263,,200.0,9326.14,0.108,1756,20,20.578,42.9,48.0,18.0,18.0,0.0,0,2721.38,1.01,Context: Error reading file. Using dummy data. Error reading file. Using dummy d…
3. No Context (Random),1,Cold,0.1549,54.88,54.88,100.0,5.263,,200.0,174.33,22.126,7,20,0.082,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,Who is the founder of Microsoft?…
3. No Context (Random),2,Cold,0.1545,54.48,54.48,100.0,5.263,,200.0,181.26,19.31,8,20,0.094,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What is the chemical symbol for sodium?…
3. No Context (Random),3,Cold,0.1531,53.07,53.07,100.0,5.263,,200.0,195.98,15.307,10,20,0.117,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,How many players are there in a baseball team?…
3. No Context (Random),4,Cold,0.1533,53.31,53.31,100.0,5.263,,200.0,182.64,19.164,8,20,0.094,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What year did World War II end?…
3. No Context (Random),5,Cold,0.1606,60.62,60.62,100.0,5.263,,200.0,174.32,20.078,8,20,0.094,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What is the tallest species of tree?…
3. No Context (Random),6,Cold,0.168,67.96,67.96,100.0,5.263,,200.0,154.8,27.994,6,20,0.07,0.1,48.0,0.0,0.0,0.0,0,2721.38,1.01,Who wrote The Divine Comedy?…
3. No Context (Random),7,Cold,0.1633,63.28,63.28,100.0,5.263,,200.0,165.36,23.326,7,20,0.082,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What is the hardest rock type?…
3. No Context (Random),8,Cold,0.1586,58.61,58.61,100.0,5.263,,200.0,176.53,19.826,8,20,0.094,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,How many hearts does a squid have?…
3. No Context (Random),9,Cold,0.1536,53.55,53.55,100.0,5.263,,200.0,195.38,15.355,10,20,0.117,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What is the main ingredient in guacamole?…
3. No Context (Random),10,Cold,0.1649,64.89,64.89,100.0,5.263,,200.0,163.74,23.556,7,20,0.082,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,Who developed the polio vaccine?…
3. No Context (Random),11,Cold,0.1551,55.06,55.06,100.0,5.263,,200.0,180.57,19.383,8,20,0.094,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What is the longest-running Broadway show?…
3. No Context (Random),12,Cold,0.1552,55.24,55.24,100.0,5.263,,200.0,186.8,17.249,9,20,0.105,0.2,48.0,0.0,0.0,0.0,0,2721.38,1.01,What is the square of 25?…
